,rcod_persona,rcod_hogar,rmujer,r6,lnr6,rmu,rneduca,r3,redad,redadsq,rDpto,rpareja,reduca,rpobre,rmiembro,rgasto
27661,0201991071101,02019910711,0,1987.5833333333333,7.594674774370676,0,secundaria,1,54,2916,Ucayali,1,11.0,0,5,758.0500000000001
27662,0201991391101,02019913911,0,1923.25,7.561771742339044,0,secundaria,1,40,1600,Ucayali,1,11.0,0,7,400.4761904761904
27663,0201991561101,02019915611,1,309.5,5.734958092124651,0,primaria,1,63,3969,Ucayali,0,2.0,0,4,564.5833333333334
27664,0202000071101,02020000711,0,3909.3333333333335,8.271122135458324,0,tecnica,1,48,2304,Ucayali,1,14.0,0,5,838.5
27665,0202000241101,02020002411,0,3110.6666666666665,8.042592344473212,0,Univ.,1,47,2209,Ucayali,0,16.0,0,1,2349.3333333333335
27666,0202000391101,02020003911,1,2056.75,7.62888234604904,0,tecnica,1,64,4096,Ucayali,0,16.0,0,8,655.8854166666666
27667,0202001051101,02020010511,0,1425.4166666666667,7.262219447623705,0,tecnica,1,25,625,Ucayali,1,14.0,0,3,792.3611111111112
27668,0202001211101,02020012111,0,1569.4166666666667,7.3584592794067465,0,Univ.,1,49,2401,Ucayali,1,13.0,0,6,476.34722222222223
27669,0202010071101,02020100711,0,2715.75,7.90682343731386,0,secundaria,1,57,3249,Ucayali,0,11.0,0,13,508.5448717948718
27670,0202010251101,02020102511,1,328.4166666666667,5.794283127407003,0,secundaria,1,61,3721,Ucayali,1,7.0,0,2,514.1666666666666
27671,0202010591101,02020105911,0,100.33333333333333,4.608497976080766,0,primaria,1,66,4356,Ucayali,1,2.0,0,2,887.625
27672,0202010771101,02020107711,1,2238.1666666666665,7.71341235735312,0,secundaria,1,50,2500,Ucayali,0,11.0,0,2,879.625
27673,0202010941101,02020109411,1,3848.9166666666665,8.255547002404178,0,secundaria,1,41,1681,Ucayali,0,11.0,0,5,565.1166666666667
27675,0202020161101,02020201611,0,888.9166666666666,6.790003492837482,0,Univ.,1,20,400,Ucayali,0,12.0,0,1,1091.6666666666667
27676,0202020371101,02020203711,0,1839.8333333333333,7.517430266790297,0,secundaria,1,33,1089,Ucayali,1,11.0,0,5,453.6666666666667
27677,0202020801101,02020208011,0,1876.0833333333333,7.5369415493329734,0,primaria,1,56,3136,Ucayali,1,5.0,0,3,881.0277777777778
27678,0202021001101,02020210011,1,1362.75,7.21725999594439,0,tecnica,1,43,1849,Ucayali,0,16.0,0,2,974.375
27679,0202021201101,02020212011,0,1210.9166666666667,7.099132927532696,0,primaria,1,54,2916,Ucayali,1,0.0,0,2,832.625
27680,0202021391101,02020213911,0,1244.0833333333333,7.12615425926559,0,secundaria,1,56,3136,Ucayali,0,7.0,0,7,565.1071428571429
27681,0202030291101,02020302911,0,1391.5,7.238137580965946,0,secundaria,1,61,3721,Ucayali,1,11.0,0,4,539.1458333333334
27682,0202030471101,02020304711,0,0.0,0.0,0,secundaria,1,37,1369,Ucayali,1,9.0,0,5,683.8333333333334
27683,0202030651101,02020306511,0,6219.5,8.73544479665002,0,secundaria,1,48,2304,Ucayali,1,11.0,0,2,1404.5833333333333
27684,0202030831101,02020308311,0,1106.8333333333333,7.009258364312658,0,secundaria,1,55,3025,Ucayali,1,11.0,0,2,1357.75
27685,0202031001101,02020310011,0,2397.5,7.782181806757594,0,tecnica,1,56,3136,Ucayali,1,14.0,0,5,850.9499999999999
27686,0202031361101,02020313611,0,1143.75,7.042067616589731,0,tecnica,1,37,1369,Ucayali,1,12.0,0,4,472.6875
27687,0202040041101,02020400411,0,1921.5833333333333,7.560904777960324,0,secundaria,1,48,2304,Ucayali,1,11.0,0,4,617.2916666666666
27688,0202040221101,02020402211,1,1708.75,7.443517388038159,0,secundaria,1,43,1849,Ucayali,0,9.0,0,2,1222.125
27689,0202040571101,02020405711,0,905.5,6.808487277323468,0,secundaria,1,61,3721,Ucayali,0,11.0,0,1,1210.9166666666667
27690,0202040741101,02020407411,1,821.9166666666666,6.711639011165993,0,secundaria,1,18,324,Ucayali,1,11.0,0,2,915.9166666666666
27691,0202040921101,02020409211,0,6398.25,8.763779794456914,0,Univ.,1,56,3136,Ucayali,0,16.0,0,1,1454.8333333333333
27692,0202041091101,02020410911,0,2321.25,7.749861112666916,0,secundaria,1,38,1444,Ucayali,1,11.0,0,4,635.3333333333334
27693,0202050161101,02020501611,1,1052.5,6.958923565556536,0,tecnica,1,27,729,Ucayali,1,12.0,0,5,650.9333333333333
27694,0202050301101,02020503011,1,440.0,6.0867747269123065,0,secundaria,1,36,1296,Ucayali,0,11.0,0,2,784.8333333333334
27695,0202050741101,02020507411,0,875.0,6.774223886357614,0,secundaria,1,39,1521,Ucayali,1,11.0,0,6,367.375
27696,0202050871101,02020508711,0,1306.4166666666667,7.175043299280531,0,secundaria,1,53,2809,Ucayali,1,11.0,0,4,915.625
27698,0202060262201,02020602622,0,748.5833333333334,6.618182531441207,0,primaria,1,39,1521,Ucayali,1,0.0,1,4,354.6666666666667
27699,0202060621101,02020606211,0,1294.25,7.165686655782011,0,secundaria,1,40,1600,Ucayali,1,7.0,0,5,446.01666666666665
27700,0202060791101,02020607911,0,1174.3333333333333,7.068455889673128,0,secundaria,1,43,1849,Ucayali,1,8.0,0,4,359.3958333333333
27701,0202060961101,02020609611,0,3366.6666666666665,8.121678414161241,0,Univ.,1,33,1089,Ucayali,0,13.0,0,1,2900.5
27702,0202061131101,02020611311,0,2461.5,7.808526199198255,0,secundaria,1,44,1936,Ucayali,1,11.0,0,5,745.7333333333332
27703,0202070231101,02020702311,0,834.6666666666666,6.727032443551879,0,tecnica,1,46,2116,Ucayali,0,12.0,0,1,1080.3333333333333
27704,0202070521101,02020705211,0,1386.0,7.234177179749849,0,Univ.,1,38,1444,Ucayali,1,16.0,0,5,574.5166666666667
27705,0202070821101,02020708211,0,30.583333333333332,3.42045519826657,0,tecnica,1,56,3136,Ucayali,0,16.0,0,3,925.1388888888888
27706,0202070971101,02020709711,0,645.75,6.47041243197595,0,secundaria,1,54,2916,Ucayali,0,11.0,0,4,658.5625
27707,0202071121101,02020711211,0,1869.4166666666667,7.533381718225305,0,Univ.,1,51,2601,Ucayali,1,16.0,0,6,569.625
27708,0202071411101,02020714111,0,529.75,6.272405197148409,0,secundaria,1,32,1024,Ucayali,1,8.0,0,2,751.0416666666666
27709,0202080031101,02020800311,0,4264.166666666667,8.358002052011138,0,tecnica,1,46,2116,Ucayali,0,16.0,0,4,1439.5208333333333
27710,0202080151101,02020801511,1,2287.75,7.735324080795488,0,secundaria,1,60,3600,Ucayali,0,11.0,0,2,1769.7083333333333
27711,0202080301101,02020803011,0,386.9166666666667,5.958209338231922,0,tecnica,1,51,2601,Ucayali,1,13.0,0,9,423.2407407407407
27712,0202080421101,02020804211,1,2690.9166666666665,7.897637182825133,0,Univ.,1,29,841,Ucayali,1,16.0,0,2,1571.3333333333333
27713,0202081101101,02020811011,0,6267.25,8.743092940924164,0,Univ.,1,44,1936,Ucayali,1,18.0,0,4,1139.9791666666667
27714,0202090191101,02020901911,1,1678.75,7.425804747837447,0,secundaria,1,56,3136,Ucayali,0,9.0,0,5,539.0166666666667
27715,0202090401101,02020904011,0,1489.8333333333333,7.306419535859797,0,primaria,1,69,4761,Ucayali,1,5.0,0,8,590.1354166666666
27716,0202090831101,02020908311,1,450.8333333333333,6.111097722052527,0,primaria,1,65,4225,Ucayali,0,5.0,0,2,1122.875
27717,0202100061101,02021000611,0,3557.3333333333335,8.176766479487295,0,tecnica,1,62,3844,Ucayali,0,16.0,0,5,614.3166666666667
27718,0202100211101,02021002111,1,912.9166666666666,6.816644602241567,0,secundaria,1,59,3481,Ucayali,0,11.0,0,2,1080.0416666666667
27719,0202100511101,02021005111,0,2008.6666666666667,7.605226431022137,0,Univ.,1,57,3249,Ucayali,1,17.0,0,7,555.6071428571429
27720,0202100661101,02021006611,0,1426.0,7.262628600974241,0,secundaria,1,28,784,Ucayali,1,8.0,0,4,400.0416666666667
27721,0202100821101,02021008211,1,6312.5,8.750287073583616,0,Univ.,1,45,2025,Ucayali,1,16.0,0,3,1702.2777777777776
27722,0202100971101,02021009711,0,722.0833333333334,6.5821405523617065,0,secundaria,1,63,3969,Ucayali,1,11.0,0,3,705.5277777777778
27723,0202110141101,02021101411,1,1232.0,7.116394144093465,0,secundaria,1,35,1225,Ucayali,1,8.0,1,7,342.13095238095235
27724,0202110381101,02021103811,1,1009.1666666666666,6.916880186759138,0,secundaria,1,51,2601,Ucayali,0,11.0,0,2,732.9166666666666
27725,0202110501101,02021105011,0,1201.0,7.0909098220799835,0,primaria,1,42,1764,Ucayali,1,0.0,0,8,438.96875
27726,0202110741101,02021107411,1,619.0833333333334,6.428239889363806,0,secundaria,1,54,2916,Ucayali,0,11.0,0,4,595.8958333333334
27727,0202120241101,02021202411,0,505.8333333333333,6.2262072342655435,0,secundaria,1,40,1600,Ucayali,1,8.0,0,6,533.4444444444445
27728,0202120661101,02021206611,1,1848.1666666666667,7.521949435725161,0,secundaria,1,57,3249,Ucayali,0,11.0,0,2,905.5833333333334
27729,0202120871101,02021208711,1,1291.5833333333333,7.163624134909051,0,secundaria,1,57,3249,Ucayali,1,8.0,0,2,796.5
27730,0202121071101,02021210711,1,448.1666666666667,6.10516518704081,0,primaria,1,48,2304,Ucayali,1,0.0,0,4,718.7916666666666
27731,0202121281101,02021212811,1,637.75,6.457946357021921,0,tecnica,1,38,1444,Ucayali,0,14.0,0,4,433.1666666666667
27732,0202130211101,02021302111,1,458.0,6.126869184114185,0,secundaria,1,36,1296,Ucayali,1,11.0,0,7,399.3095238095238
27733,0202130341101,02021303411,1,505.75,6.226042476047855,0,secundaria,1,23,529,Ucayali,0,11.0,0,2,606.25
27735,0202130581101,02021305811,0,925.6666666666666,6.8305141986386895,0,primaria,1,59,3481,Ucayali,0,5.0,0,1,1067.0
27736,0202130831101,02021308311,0,2120.3333333333335,7.659328588010695,0,primaria,1,50,2500,Ucayali,1,0.0,1,6,323.59722222222223
27737,0202140051101,02021400511,1,858.9166666666666,6.755671905248793,0,secundaria,1,55,3025,Ucayali,0,9.0,0,6,685.4305555555555
27738,0202140201101,02021402011,1,611.1666666666666,6.415369698843271,0,primaria,1,60,3600,Ucayali,0,1.0,1,5,330.0
27739,0202140361101,02021403611,0,885.0,6.785587645007929,0,secundaria,1,64,4096,Ucayali,0,8.0,0,1,1357.75
27740,0202140511101,02021405111,0,1016.3333333333334,6.9239566583201455,0,tecnica,1,37,1369,Ucayali,1,12.0,0,5,363.73333333333335
27741,0202140661101,02021406611,1,323.75,5.779971613013747,0,primaria,1,38,1444,Ucayali,0,0.0,1,3,265.88888888888886
27742,0202140971101,02021409711,1,201.5,5.305789381386738,0,primaria,1,61,3721,Ucayali,1,2.0,0,3,430.5
27743,0202150321101,02021503211,0,2957.0833333333335,7.991958701171083,0,Univ.,1,48,2304,Ucayali,1,18.0,0,4,1623.6875
27744,0202150461101,02021504611,0,1033.8333333333333,6.941028855745063,0,tecnica,1,54,2916,Ucayali,1,14.0,0,3,1168.2222222222222
27745,0202150641101,02021506411,0,626.5833333333334,6.440281779590027,0,secundaria,1,53,2809,Ucayali,1,7.0,0,3,449.47222222222223
27746,0202150971101,02021509711,0,7511.75,8.924223740249108,0,tecnica,1,47,2209,Ucayali,1,14.0,0,4,1934.3541666666667
27747,0202151131101,02021511311,0,591.4166666666666,6.382520788736983,0,Univ.,1,66,4356,Ucayali,0,16.0,0,4,1167.7916666666667
27748,0202151281101,02021512811,1,1389.5833333333333,7.2367592209958245,0,tecnica,1,41,1681,Ucayali,0,14.0,0,3,1229.4444444444446
27749,0202151571101,02021515711,1,3535.25,8.170539297187887,0,Univ.,1,51,2601,Ucayali,1,18.0,0,4,1444.0833333333333
27750,0202151701101,02021517011,0,2957.0833333333335,7.991958701171083,0,Univ.,1,64,4096,Ucayali,1,16.0,0,4,1274.375
27751,0202260061101,02022600611,0,1168.3333333333333,7.063333510800581,0,secundaria,1,35,1225,Ucayali,1,9.0,0,5,379.9166666666667
27753,0202260501101,02022605011,1,456.1666666666667,6.122858239812624,0,primaria,1,57,3249,Ucayali,0,5.0,0,7,747.3095238095239
27754,0202260651101,02022606511,0,882.1666666666666,6.782381002629933,0,secundaria,1,18,324,Ucayali,0,8.0,0,1,1018.0
27755,0202260951101,02022609511,0,1388.75,7.23615934095384,0,primaria,1,56,3136,Ucayali,1,5.0,0,4,590.4166666666666
27757,0202330181101,02023301811,1,959.5,6.8664123154477545,0,secundaria,1,37,1369,Ucayali,1,11.0,0,4,917.4375
27758,0202330311101,02023303111,0,5337.5,8.58251265753688,0,Univ.,1,35,1225,Ucayali,1,16.0,0,2,1437.5833333333333
27759,0202331091101,02023310911,0,2238.5833333333335,7.713598504298056,0,tecnica,1,51,2601,Ucayali,1,16.0,0,5,1110.6000000000001
27760,0202331221101,02023312211,0,1549.1666666666667,7.345472430927489,0,secundaria,1,39,1521,Ucayali,1,11.0,0,5,440.06666666666666
27761,0202420251101,02024202511,0,2154.5833333333335,7.675352635042322,0,Univ.,1,27,729,Ucayali,1,13.0,0,2,987.1666666666666
27762,0202420581101,02024205811,0,132.66666666666666,4.887839716616328,0,primaria,1,65,4225,Ucayali,1,5.0,0,7,645.6666666666666
27763,0202420911101,02024209111,1,716.5,6.574378247268227,0,secundaria,1,64,4096,Ucayali,0,11.0,0,6,524.5138888888889
27764,0202421071101,02024210711,0,917.0833333333334,6.821198344172561,0,secundaria,1,64,4096,Ucayali,1,11.0,0,4,738.8125
27765,0202421241101,02024212411,1,1547.0833333333333,7.3441267168231805,0,Univ.,1,34,1156,Ucayali,1,12.0,0,6,816.5138888888888
27767,0202421561101,02024215611,1,934.25,6.839744068365594,0,secundaria,1,54,2916,Ucayali,0,7.0,0,4,471.7916666666667
27768,0202430111101,02024301111,1,471.5833333333333,6.156095827354523,0,tecnica,1,69,4761,Ucayali,0,16.0,0,5,920.3166666666666
27769,0202430531101,02024305311,1,1071.8333333333333,6.977125856906808,0,secundaria,1,42,1764,Ucayali,0,11.0,0,2,901.6666666666666
27770,0202430671201,02024306712,1,1623.0,7.392031567514591,0,secundaria,1,65,4225,Ucayali,0,8.0,0,1,1523.75
27771,0202430672201,02024306722,0,924.25,6.828982597816741,0,tecnica,1,42,1764,Ucayali,1,14.0,0,5,787.1999999999999
27772,0202430811101,02024308111,1,3126.75,8.047749405429016,0,Univ.,1,34,1156,Ucayali,1,16.0,0,2,1350.625
27773,0202430951101,02024309511,0,1473.6666666666667,7.295508905158133,0,tecnica,1,56,3136,Ucayali,1,14.0,0,2,1353.5
27774,0202450041101,02024500411,0,688.3333333333334,6.534273216727024,0,secundaria,1,56,3136,Ucayali,1,7.0,0,2,1351.75
27775,0202450221101,02024502211,0,720.3333333333334,6.579714067838776,0,secundaria,1,56,3136,Ucayali,1,8.0,0,4,1001.7708333333334
27776,0202450581101,02024505811,1,1216.3333333333333,7.103596147768338,0,secundaria,1,61,3721,Ucayali,1,11.0,0,2,984.3333333333334
27777,0202450761101,02024507611,1,1029.1666666666667,6.936504692268123,0,primaria,1,50,2500,Ucayali,1,0.0,0,2,1186.4583333333333
27778,0202450931101,02024509311,0,871.3333333333334,6.770024605516058,0,secundaria,1,44,1936,Ucayali,1,11.0,0,8,518.6666666666666
27779,0202451111101,02024511111,1,2008.0,7.60489448081162,0,secundaria,1,45,2025,Ucayali,0,11.0,0,3,955.3611111111112
27780,0202460081101,02024600811,0,1660.1666666666667,7.41467327791711,0,secundaria,1,63,3969,Ucayali,1,10.0,0,3,1065.8055555555554
27781,0202460171101,02024601711,0,510.8333333333333,6.236043379142257,0,secundaria,1,23,529,Ucayali,0,9.0,0,2,1100.2916666666667
27782,0202460271101,02024602711,1,1255.5,7.13528917859764,0,primaria,1,59,3481,Ucayali,0,5.0,0,1,1491.6666666666667
27783,0202460361101,02024603611,0,1178.9166666666667,7.072351216670934,0,secundaria,1,55,3025,Ucayali,1,10.0,0,2,454.0
27784,0202460451101,02024604511,1,462.5833333333333,6.136826720902161,0,primaria,1,23,529,Ucayali,1,0.0,0,3,614.2777777777777
27785,0202460641101,02024606411,0,985.6666666666666,6.8933182311843675,0,secundaria,1,33,1089,Ucayali,1,11.0,0,3,434.77777777777777
27786,0202470051101,02024700511,0,1770.8333333333333,7.479205524564563,0,secundaria,1,37,1369,Ucayali,1,11.0,0,4,590.0
27787,0202470081101,02024700811,0,1054.0833333333333,6.960426789859541,0,tecnica,1,48,2304,Ucayali,0,14.0,0,1,1910.5
27788,0202470211101,02024702111,0,938.5833333333334,6.844371646259696,0,primaria,1,50,2500,Ucayali,1,0.0,0,4,429.625
27790,0202470311101,02024703111,0,1579.75,7.365021885653564,0,secundaria,1,47,2209,Ucayali,1,11.0,0,3,723.5
27791,0202470361101,02024703611,0,738.3333333333334,6.604395393811126,0,secundaria,1,48,2304,Ucayali,1,9.0,0,2,704.0833333333334
27792,0202480321101,02024803211,1,2593.0,7.860570785538664,0,Univ.,1,55,3025,Ucayali,0,16.0,0,3,1463.7222222222224
27793,0202480411101,02024804111,0,795.4166666666666,6.678866086371848,0,primaria,1,66,4356,Ucayali,1,5.0,0,5,872.75
27794,0202480481101,02024804811,1,0.0,0.0,0,secundaria,1,35,1225,Ucayali,1,9.0,1,5,341.7833333333333
27795,0202480561101,02024805611,1,670.0833333333334,6.507402082760149,0,secundaria,1,49,2401,Ucayali,0,7.0,0,3,807.6944444444445
27796,0202490131101,02024901311,0,1142.4166666666667,7.0409011806479,0,tecnica,1,41,1681,Ucayali,1,13.0,1,6,321.375
27797,0202490441101,02024904411,0,1873.0,7.5352967024440884,0,primaria,1,66,4356,Ucayali,1,5.0,0,7,539.3095238095237
27798,0202491101101,02024911011,0,852.5,6.748173209157672,0,tecnica,1,69,4761,Ucayali,0,15.0,0,1,1110.5833333333333
27799,0202500281101,02025002811,0,943.5,6.849596364808605,0,secundaria,1,32,1024,Ucayali,0,11.0,0,1,871.0833333333334
27800,0202500351101,02025003511,0,833.1666666666666,6.725233702185515,0,tecnica,1,28,784,Ucayali,0,13.0,0,2,1008.5833333333334
27801,0202500511101,02025005111,0,2151.5833333333335,7.673959284195695,0,tecnica,1,29,841,Ucayali,1,12.0,0,4,580.75
27802,0202501291101,02025012911,0,1286.5,7.159680631721799,0,secundaria,1,46,2116,Ucayali,0,7.0,0,5,450.40000000000003
27803,0202510101101,02025101011,0,520.5833333333334,6.25494997770557,0,secundaria,1,41,1681,Ucayali,1,10.0,0,5,1038.3666666666666
27804,0202510601101,02025106011,0,1314.5,7.181211644169936,0,Univ.,1,29,841,Ucayali,1,16.0,0,3,1193.3055555555554
27805,0202510771101,02025107711,1,1018.25,6.925840746528522,0,Univ.,1,41,1681,Ucayali,0,14.0,0,2,907.0
27806,0202511111101,02025111111,0,1740.4166666666667,7.461879827143275,0,tecnica,1,42,1764,Ucayali,1,13.0,0,3,597.6944444444445
27807,0202520551101,02025205511,0,548.1666666666666,6.306579376961002,0,secundaria,1,53,2809,Ucayali,1,11.0,0,2,975.7083333333334
27808,0202520681101,02025206811,1,575.5833333333334,6.355384019300972,0,secundaria,1,55,3025,Ucayali,1,7.0,0,4,681.2083333333334
27809,0202520821101,02025208211,1,714.0833333333334,6.570999668881119,0,secundaria,1,29,841,Ucayali,1,9.0,0,4,531.7291666666666
27810,0202521211101,02025212111,1,2328.5833333333335,7.75301535020091,0,secundaria,1,57,3249,Ucayali,1,7.0,0,3,710.1944444444445
27811,0202530101101,02025301011,0,400.0833333333333,5.99167285874294,0,primaria,1,56,3136,Ucayali,1,4.0,0,3,615.8055555555555
27812,0202530231101,02025302311,0,578.6666666666666,6.360726606552186,0,primaria,1,52,2704,Ucayali,1,0.0,0,5,622.75
27813,0202530621101,02025306211,0,480.5,6.174827228410347,0,secundaria,1,58,3364,Ucayali,0,11.0,0,3,1146.8333333333333
27814,0202530871101,02025308711,0,547.3333333333334,6.305058001344264,0,secundaria,1,55,3025,Ucayali,1,11.0,0,6,548.875
27815,0202531001101,02025310011,0,1999.0,7.6004023345004,0,primaria,1,41,1681,Ucayali,1,0.0,0,5,401.7
27816,0202540091101,02025400911,0,1578.1666666666667,7.364019114755445,0,tecnica,1,50,2500,Ucayali,1,12.0,0,4,608.5
27817,0202540281101,02025402811,1,1508.9166666666667,7.319147233032642,0,secundaria,1,30,900,Ucayali,0,11.0,0,5,568.8333333333334
27818,0202540661101,02025406611,0,631.25,6.44770198058957,0,secundaria,1,29,841,Ucayali,0,11.0,0,1,1540.0833333333333
27819,0202540851101,02025408511,1,1632.4166666666667,7.3978168133954005,0,tecnica,1,57,3249,Ucayali,0,16.0,0,2,1463.9166666666667
27820,0202541061101,02025410611,0,4634.75,8.441337539112702,0,Univ.,1,59,3481,Ucayali,1,16.0,0,4,861.7291666666666
27821,0202550061101,02025500611,1,2399.4166666666665,7.7829809312376925,0,tecnica,1,35,1225,Ucayali,1,16.0,0,4,1016.5208333333334
27822,0202550231101,02025502311,0,1879.75,7.538894068258136,0,secundaria,1,41,1681,Ucayali,1,9.0,0,5,595.75
27823,0202550391101,02025503911,1,1397.8333333333333,7.242678697756356,0,primaria,1,32,1024,Ucayali,0,0.0,0,4,471.2916666666667
27824,0202550561101,02025505611,0,1505.1666666666667,7.316658913022744,0,secundaria,1,54,2916,Ucayali,0,9.0,0,7,406.98809523809524
27825,0202550891101,02025508911,0,1098.0833333333333,7.001321514757252,0,primaria,1,40,1600,Ucayali,1,0.0,0,6,530.6944444444445
27826,0202560131101,02025601311,0,983.3333333333334,6.890948160665756,0,secundaria,1,55,3025,Ucayali,1,9.0,0,4,557.375
27827,0202560471101,02025604711,0,2581.9166666666665,7.85628729616331,0,tecnica,1,39,1521,Ucayali,1,13.0,1,5,281.65000000000003
27828,0202560641101,02025606411,0,430.3333333333333,6.0645601021785325,0,primaria,1,66,4356,Ucayali,1,4.0,0,2,849.9583333333334
27829,0202560811101,02025608111,1,485.25,6.184664222049119,0,secundaria,1,46,2116,Ucayali,1,11.0,0,2,1125.875
27830,0202561151101,02025611511,0,1127.4166666666667,7.02768415881536,0,secundaria,1,35,1225,Ucayali,1,8.0,0,6,382.6805555555556
27831,0202561321101,02025613211,0,650.25,6.477356904328761,0,secundaria,1,34,1156,Ucayali,1,8.0,1,7,351.7142857142857
27833,0202570321101,02025703211,1,2391.9166666666665,7.7798502761135975,0,tecnica,1,40,1600,Ucayali,0,16.0,0,5,525.65
27834,0202570511101,02025705111,0,926.9166666666666,6.831863665804029,0,tecnica,1,54,2916,Ucayali,0,14.0,0,2,1039.5416666666667
27835,0202570701101,02025707011,0,1958.6666666666667,7.580019248625658,0,secundaria,1,37,1369,Ucayali,1,7.0,0,4,695.3958333333334
27836,0202570891101,02025708911,1,753.25,6.624397178010411,0,secundaria,1,28,784,Ucayali,0,11.0,1,4,282.625
27837,0202571081101,02025710811,0,928.5833333333334,6.833660127259054,0,primaria,1,39,1521,Ucayali,1,0.0,0,5,380.8833333333334
27838,0202580011201,02025800112,1,348.9166666666667,5.854833116231143,0,secundaria,1,56,3136,Ucayali,1,9.0,0,3,715.8333333333334
27839,0202580012201,02025800122,1,290.75,5.672463791398774,0,Univ.,1,35,1225,Ucayali,0,16.0,0,2,406.4166666666667
27840,0202581151101,02025811511,0,1480.75,7.3003039951570745,0,primaria,1,58,3364,Ucayali,0,5.0,0,1,1908.9166666666667
27841,0202581301101,02025813011,0,2453.5,7.805270855529958,0,secundaria,1,55,3025,Ucayali,0,11.0,0,3,809.6666666666666
27842,0202581331101,02025813311,1,1489.3333333333333,7.306083871520982,0,primaria,1,53,2809,Ucayali,0,0.0,0,3,731.8333333333334
27843,0202590151101,02025901511,0,1500.75,7.313720262131953,0,tecnica,1,40,1600,Ucayali,1,14.0,0,2,1157.7083333333333
27844,0202590321101,02025903211,0,3328.25,8.110201919312027,0,Univ.,1,37,1369,Ucayali,1,16.0,0,4,800.625
27845,0202590801101,02025908011,0,513.0833333333334,6.24043827512321,0,secundaria,1,51,2601,Ucayali,0,9.0,0,3,886.1944444444445
27846,0202590961101,02025909611,0,1635.1666666666667,7.399500014935336,0,tecnica,1,59,3481,Ucayali,1,16.0,0,2,1287.4166666666667
27847,0202591121101,02025911211,0,1306.4166666666667,7.175043299280531,0,secundaria,1,30,900,Ucayali,1,11.0,1,4,322.8541666666667
27848,0202600081101,02026000811,0,1644.6666666666667,7.405293008421192,0,Univ.,1,43,1849,Ucayali,1,17.0,0,3,1849.3333333333333
27849,0202600321101,02026003211,0,5738.416666666667,8.654938609218064,0,Univ.,1,48,2304,Ucayali,0,18.0,0,1,1787.1666666666667
27850,0202600591101,02026005911,1,5630.916666666667,8.636027526115928,0,Univ.,1,45,2025,Ucayali,0,17.0,0,5,1318.4833333333333
27852,0202600921101,02026009211,0,1908.9166666666667,7.554291169900575,0,Univ.,1,22,484,Ucayali,0,16.0,0,1,3500.9166666666665
27853,0202610221101,02026102211,0,1095.5833333333333,6.999042224908604,0,secundaria,1,53,2809,Ucayali,1,11.0,0,12,434.53472222222223
27854,0202610341101,02026103411,1,1106.0,7.00850518208228,0,secundaria,1,55,3025,Ucayali,0,11.0,0,7,489.5714285714286
27855,0202610451101,02026104511,0,1524.1666666666667,7.329203091596911,0,secundaria,1,41,1681,Ucayali,0,11.0,0,2,853.2083333333334
27856,0202610571101,02026105711,0,1053.9166666666667,6.960268662091976,0,secundaria,1,57,3249,Ucayali,0,10.0,0,1,1060.6666666666667
27857,0202610691101,02026106911,0,1278.5833333333333,7.153507973157206,0,secundaria,1,47,2209,Ucayali,1,11.0,0,2,1176.0416666666667
27858,0202610811101,02026108111,0,1101.5833333333333,7.0045038177914,0,secundaria,1,55,3025,Ucayali,1,11.0,0,2,862.2916666666666
27859,0202620161101,02026201611,0,1909.3333333333333,7.554509419972372,0,Univ.,1,46,2116,Ucayali,1,16.0,0,3,870.2777777777778
27860,0202620321101,02026203211,0,1966.3333333333333,7.5839258353349654,0,secundaria,1,42,1764,Ucayali,0,10.0,0,6,654.0416666666666
27861,0202620801101,02026208011,0,3894.0,8.267192185932146,0,secundaria,1,41,1681,Ucayali,1,11.0,0,5,561.7333333333333
27862,0202620971101,02026209711,0,2422.3333333333335,7.792486541948526,0,tecnica,1,45,2025,Ucayali,1,14.0,0,4,742.6666666666666
27863,0202621131101,02026211311,0,755.1666666666666,6.626938475439083,0,secundaria,1,65,4225,Ucayali,1,9.0,0,6,636.3472222222223
27864,0202630051101,02026300511,0,1279.4166666666667,7.154159523870899,0,tecnica,1,26,676,Ucayali,1,14.0,0,3,700.3888888888888
27865,0202630171101,02026301711,0,1247.0833333333333,7.128562770498799,0,Univ.,1,43,1849,Ucayali,1,12.0,1,6,339.27777777777777
27866,0202630301101,02026303011,0,1603.9166666666667,7.380203833627124,0,primaria,1,60,3600,Ucayali,1,4.0,0,5,712.3000000000001
27867,0202630421101,02026304211,0,2613.25,7.868349936412817,0,secundaria,1,43,1849,Ucayali,1,9.0,0,6,576.9305555555555
27868,0202630671101,02026306711,1,556.5833333333334,6.321816904937636,0,tecnica,1,53,2809,Ucayali,1,14.0,0,3,624.25
27869,0202630921101,02026309211,0,2975.8333333333335,7.998279390800493,0,secundaria,1,31,961,Ucayali,1,11.0,0,3,798.9444444444445
27870,0202640091101,02026400911,0,3564.1666666666665,8.178685551432954,0,Univ.,1,53,2809,Ucayali,1,18.0,0,3,1375.9722222222224
27871,0202640311101,02026403111,0,462.0833333333333,6.135745249996467,0,tecnica,1,44,1936,Ucayali,1,14.0,0,6,470.90277777777777
27872,0202640981101,02026409811,0,1067.0,6.9726062513017535,0,secundaria,1,54,2916,Ucayali,1,11.0,0,5,362.3
